question_id,question_type,policy,budget_bytes,k,gold_retained,hit_at_k,hit_at_k_given_retained,used_bytes_end,n_items_retained,ingested,evictions,retrieved_session_ids,gold_session_ids
2788b940,multi-session,lfu,262144,5,1.0,1.0,1.0,258022,24,47,23,"[""answer_8f6b938d_4"", ""544fe66c_2"", ""answer_8f6b938d_2"", ""answer_8f6b938d_3"", ""821242cd_3""]","[""answer_8f6b938d_1"", ""answer_8f6b938d_3"", ""answer_8f6b938d_4"", ""answer_8f6b938d_2""]"
60bf93ed,multi-session,lfu,262144,5,0.0,0.0,0.0,258329,25,51,26,"[""a200b713_2"", ""0e297c49"", ""d467e3fd"", ""6414f676_4"", ""619e96bc""]","[""answer_e0956e0a_1"", ""answer_e0956e0a_2""]"
9d25d4e0,multi-session,lfu,262144,5,1.0,1.0,1.0,257512,22,44,22,"[""answer_fcff2dc4_3"", ""answer_fcff2dc4_1"", ""37beb8da"", ""a4b774c4"", ""2366adbc""]","[""answer_fcff2dc4_2"", ""answer_fcff2dc4_1"", ""answer_fcff2dc4_3""]"
129d1232,multi-session,lfu,262144,5,1.0,1.0,1.0,255589,26,48,22,"[""answer_1de862d6_2"", ""answer_1de862d6_3"", ""5e4bb245_2"", ""bf3aebdb_1"", ""32833e0b_2""]","[""answer_1de862d6_1"", ""answer_1de862d6_3"", ""answer_1de862d6_2""]"
60472f9c,multi-session,lfu,262144,5,1.0,1.0,1.0,261335,23,45,22,"[""answer_e7fe8c8b_1"", ""b1815b81"", ""answer_e7fe8c8b_3"", ""answer_e7fe8c8b_2"", ""10eafdb9_1""]","[""answer_e7fe8c8b_1"", ""answer_e7fe8c8b_2"", ""answer_e7fe8c8b_3""]"
gpt4_194be4b3,multi-session,lfu,262144,5,1.0,1.0,1.0,255734,24,44,20,"[""ultrachat_58180"", ""460c2850_3"", ""ultrachat_474217"", ""answer_3826dc55_4"", ""59dc866c_1""]","[""answer_3826dc55_1"", ""answer_3826dc55_3"", ""answer_3826dc55_5"", ""answer_3826dc55_2"", ""answer_3826dc55_4""]"
a9f6b44c,multi-session,lfu,262144,5,1.0,1.0,1.0,253128,23,45,22,"[""answer_cc021f81_1"", ""4e1059f9"", ""d4ee4710"", ""aa3406a3_1"", ""1126be1e_1""]","[""answer_cc021f81_2"", ""answer_cc021f81_3"", ""answer_cc021f81_1""]"
d851d5ba,multi-session,lfu,262144,5,1.0,1.0,1.0,260933,24,46,22,"[""answer_5cdf9bd2_4"", ""answer_5cdf9bd2_3"", ""68ace657_2"", ""456b95c0_1"", ""9272a6a2_1""]","[""answer_5cdf9bd2_2"", ""answer_5cdf9bd2_1"", ""answer_5cdf9bd2_3"", ""answer_5cdf9bd2_4""]"
5a7937c8,multi-session,lfu,262144,5,1.0,1.0,1.0,252013,24,42,18,"[""answer_4cef8a3c_2"", ""b70ac29f_2"", ""a55a5afc_3"", ""sharegpt_1rIk8tS_17"", ""answer_4cef8a3c_1""]","[""answer_4cef8a3c_3"", ""answer_4cef8a3c_1"", ""answer_4cef8a3c_2""]"
gpt4_ab202e7f,multi-session,lfu,262144,5,1.0,1.0,1.0,257900,24,46,22,"[""2d6f97aa_2"", ""answer_728deb4d_4"", ""78c82e0e_3"", ""ultrachat_433876"", ""answer_728deb4d_3""]","[""answer_728deb4d_5"", ""answer_728deb4d_2"", ""answer_728deb4d_3"", ""answer_728deb4d_1"", ""answer_728deb4d_4""]"
gpt4_e05b82a6,multi-session,lfu,262144,5,1.0,1.0,1.0,252504,23,46,23,"[""answer_6350aa4f_4"", ""88e01130_1"", ""answer_6350aa4f_3"", ""aed6b1b6_1"", ""b405d3d8_1""]","[""answer_6350aa4f_1"", ""answer_6350aa4f_2"", ""answer_6350aa4f_3"", ""answer_6350aa4f_4""]"
gpt4_731e37d7,multi-session,lfu,262144,5,1.0,1.0,1.0,257541,25,48,23,"[""answer_826d51da_1"", ""07820595_1"", ""c5b6d7b1"", ""261235d1"", ""66081c0f_1""]","[""answer_826d51da_3"", ""answer_826d51da_4"", ""answer_826d51da_2"", ""answer_826d51da_1""]"
edced276,multi-session,lfu,262144,5,0.0,0.0,0.0,251988,23,46,23,"[""59a6150d_3"", ""f584ba36_2"", ""5726dc37_2"", ""f5e28561_4"", ""c08dc62c_1""]","[""answer_60e8941a_2"", ""answer_60e8941a_1""]"
10d9b85a,multi-session,lfu,262144,5,1.0,1.0,1.0,261301,24,44,20,"[""cbd1fe79_2"", ""45823393_2"", ""96f8be8b_1"", ""answer_e0585cb5_2"", ""answer_e0585cb5_1""]","[""answer_e0585cb5_2"", ""answer_e0585cb5_1""]"
e3038f8c,multi-session,lfu,262144,5,0.0,0.0,0.0,261196,22,45,23,"[""sharegpt_hgGAUvu_0"", ""a3d8e134_2"", ""941d586a"", ""4629287b"", ""85846900_2""]","[""answer_b6018747_2"", ""answer_b6018747_4"", ""answer_b6018747_1"", ""answer_b6018747_3""]"
2b8f3739,multi-session,lfu,262144,5,1.0,1.0,1.0,251093,23,47,24,"[""c075835c"", ""answer_23759615_1"", ""answer_23759615_3"", ""67d6f18f_1"", ""2154c810_1""]","[""answer_23759615_2"", ""answer_23759615_3"", ""answer_23759615_1""]"
1a8a66a6,multi-session,lfu,262144,5,1.0,0.0,0.0,256160,27,51,24,"[""02042eab_2"", ""ultrachat_456324"", ""dc71023e"", ""5eed6833_2"", ""333df99d""]","[""answer_2bd23659_3"", ""answer_2bd23659_2"", ""answer_2bd23659_4"", ""answer_2bd23659_1""]"
c2ac3c61,multi-session,lfu,262144,5,1.0,1.0,1.0,258126,29,53,24,"[""answer_923c0221_2"", ""0c483a3c"", ""ultrachat_151832"", ""518d26d3_4"", ""cf10b8ec""]","[""answer_923c0221_1"", ""answer_923c0221_2""]"
bf659f65,multi-session,lfu,262144,5,1.0,1.0,1.0,260144,28,52,24,"[""258645ba_3"", ""ultrachat_87167"", ""answer_7726e7e9_2"", ""385a60c8_3"", ""9d480413_5""]","[""answer_7726e7e9_1"", ""answer_7726e7e9_3"", ""answer_7726e7e9_2""]"
gpt4_372c3eed,multi-session,lfu,262144,5,1.0,1.0,1.0,254777,24,45,21,"[""4d04b866"", ""answer_35c5419d_1"", ""ff454885"", ""c95f88fd_1"", ""b33a9cb7""]","[""answer_35c5419d_3"", ""answer_35c5419d_2"", ""answer_35c5419d_1""]"
gpt4_2f91af09,multi-session,lfu,262144,5,1.0,1.0,1.0,261581,29,53,24,"[""answer_669318cf_3"", ""answer_669318cf_1"", ""51c82c8e_2"", ""9b85a31d_1"", ""ultrachat_245457""]","[""answer_669318cf_2"", ""answer_669318cf_1"", ""answer_669318cf_3""]"
81507db6,multi-session,lfu,262144,5,1.0,1.0,1.0,251213,24,50,26,"[""answer_da3c1266_2"", ""answer_da3c1266_5"", ""42fa05d3"", ""sharegpt_Caxpnd3_9"", ""ultrachat_162129""]","[""answer_da3c1266_3"", ""answer_da3c1266_4"", ""answer_da3c1266_1"", ""answer_da3c1266_5"", ""answer_da3c1266_2""]"
88432d0a_abs,multi-session,lfu,262144,5,1.0,1.0,1.0,251339,23,44,21,"[""752b10e6_2"", ""1e215f06"", ""answer_733e443a_abs_2"", ""sharegpt_Ht6euhs_96"", ""4eff1baa""]","[""answer_733e443a_abs_1"", ""answer_733e443a_abs_3"", ""answer_733e443a_abs_2"", ""answer_733e443a_abs_4""]"
80ec1f4f_abs,multi-session,lfu,262144,5,1.0,1.0,1.0,253382,21,44,23,"[""answer_990c8992_abs_1"", ""ultrachat_187094"", ""cd6be104_3"", ""f8501ef5_2"", ""sharegpt_9dKNTQo_0""]","[""answer_990c8992_abs_2"", ""answer_990c8992_abs_3"", ""answer_990c8992_abs_1""]"
eeda8a6d_abs,multi-session,lfu,262144,5,1.0,1.0,1.0,260062,24,49,25,"[""f4eaef47"", ""answer_3e5fea0e_abs_1"", ""da71721f"", ""99883f38_3"", ""5a4c6387""]","[""answer_3e5fea0e_abs_2"", ""answer_3e5fea0e_abs_1""]"
60bf93ed_abs,multi-session,lfu,262144,5,1.0,1.0,1.0,262079,29,51,22,"[""answer_e0956e0a_abs_1"", ""0944933f_1"", ""36d5bbde_1"", ""answer_e0956e0a_abs_2"", ""2946bf12""]","[""answer_e0956e0a_abs_2"", ""answer_e0956e0a_abs_1""]"
edced276_abs,multi-session,lfu,262144,5,0.0,0.0,0.0,245134,25,47,22,"[""a7a64da9_3"", ""0d2c6b95_2"", ""b9e0c58b_1"", ""b68a96c0_2"", ""508d552e_7""]","[""answer_60e8941a_abs_1"", ""answer_60e8941a_abs_2""]"
gpt4_372c3eed_abs,multi-session,lfu,262144,5,0.0,0.0,0.0,259463,21,44,23,"[""85dec0b4_1"", ""b0a9de7f_1"", ""6a720945_1"", ""54aa4875"", ""39948bcf_1""]","[""answer_35c5419d_abs_3"", ""answer_35c5419d_abs_1"", ""answer_35c5419d_abs_2""]"
8a2466db,single-session-preference,lfu,262144,5,0.0,0.0,0.0,261457,28,50,22,"[""6a5b5a78"", ""3392c0c7"", ""d8b3e1c8_2"", ""3d0c9f89_1"", ""898bef66""]","[""answer_edb03329""]"
06878be2,single-session-preference,lfu,262144,5,1.0,1.0,1.0,259617,26,48,22,"[""ca929779_1"", ""3e9fce53_1"", ""ultrachat_31347"", ""ultrachat_556731"", ""answer_555dfb94""]","[""answer_555dfb94""]"
75832dbd,single-session-preference,lfu,262144,5,0.0,0.0,0.0,251952,25,48,23,"[""1ef63c66"", ""47ec1674_2"", ""c51583cd_1"", ""ultrachat_569211"", ""c884b67a_1""]","[""answer_d87a6ef8""]"
0edc2aef,single-session-preference,lfu,262144,5,1.0,1.0,1.0,261985,23,46,23,"[""f20e72e4_1"", ""08ca1f31_2"", ""answer_d586e9cd"", ""ba01118a"", ""ultrachat_166065""]","[""answer_d586e9cd""]"
35a27287,single-session-preference,lfu,262144,5,1.0,1.0,1.0,251387,29,51,22,"[""465f0d1b_1"", ""880ee13e"", ""answer_9b182436"", ""e4a1b565_2"", ""c9b1c309_4""]","[""answer_9b182436""]"
32260d93,single-session-preference,lfu,262144,5,1.0,1.0,1.0,253908,23,46,23,"[""answer_0250ae1c"", ""573dc24b_1"", ""ultrachat_26485"", ""c9a763e9"", ""6d3f5c68_4""]","[""answer_0250ae1c""]"
195a1a1b,single-session-preference,lfu,262144,5,1.0,1.0,1.0,261788,22,46,24,"[""answer_6dc4305e"", ""9f12daa1_1"", ""ultrachat_396124"", ""ed9dad6c_2"", ""d03b6a05_2""]","[""answer_6dc4305e""]"
afdc33df,single-session-preference,lfu,262144,5,0.0,0.0,0.0,261910,24,46,22,"[""afa0c2e7_2"", ""b6558bfb"", ""d70b7418"", ""0b0bc8ae_2"", ""d03b6a05_3""]","[""answer_8549e5e0""]"
caf03d32,single-session-preference,lfu,262144,5,1.0,1.0,1.0,256999,28,51,22,"[""answer_2fc6aabb"", ""ec806228"", ""4b1af06f_1"", ""eb0d8dc1_6"", ""5b39cd66_1""]","[""answer_2fc6aabb""]"
54026fce,single-session-preference,lfu,262144,5,1.0,1.0,1.0,252268,26,49,23,"[""answer_f7b22c66"", ""ef2e4f61_1"", ""6e92e417"", ""fab585c2_1"", ""ba944cdc""]","[""answer_f7b22c66""]"
06f04340,single-session-preference,lfu,262144,5,0.0,0.0,0.0,254849,28,55,27,"[""6e6fbb6b"", ""728deb4d_4"", ""de1f4aec_2"", ""sharegpt_wNKWso6_0"", ""14f9ee3c""]","[""answer_92d5f7cd""]"
6b7dfb22,single-session-preference,lfu,262144,5,0.0,0.0,0.0,258456,24,45,21,"[""377f8fd9_1"", ""56859d37"", ""8489e4ce_1"", ""22c3a5de"", ""e0ee549a""]","[""answer_f6502d0f""]"
1a1907b4,single-session-preference,lfu,262144,5,0.0,0.0,0.0,257005,24,48,24,"[""4f3b36d4_5"", ""4e3da326_1"", ""3dced3e9_1"", ""e42e7876_5"", ""ae77c245""]","[""answer_719502eb""]"
09d032c9,single-session-preference,lfu,262144,5,1.0,0.0,0.0,253635,22,43,21,"[""612e23f1"", ""e8bfacec_2"", ""1fe34a92"", ""21ef2d05_1"", ""b21bd3e2""]","[""answer_b10dce5e""]"
38146c39,single-session-preference,lfu,262144,5,1.0,0.0,0.0,256316,22,46,24,"[""87aaee77"", ""87472dfd_3"", ""286aa281_5"", ""381b80a3"", ""5806662d_1""]","[""answer_772472c8""]"
d24813b1,single-session-preference,lfu,262144,5,1.0,1.0,1.0,255950,21,44,23,"[""084802f9_3"", ""c2a34674_1"", ""d8e33f5c_abs_1"", ""33994682_1"", ""answer_7c0ade93""]","[""answer_7c0ade93""]"
57f827a0,single-session-preference,lfu,262144,5,1.0,1.0,1.0,259402,26,51,25,"[""d0f42e3f"", ""1bff1675"", ""670ca40e"", ""5521ed44_2"", ""answer_1bde8d3b""]","[""answer_1bde8d3b""]"
95228167,single-session-preference,lfu,262144,5,1.0,0.0,0.0,253255,26,49,23,"[""b916da64_2"", ""3d2e66f2_2"", ""084802f9_2"", ""57d6e39b_2"", ""sharegpt_1hqnE9g_0""]","[""answer_5e613445""]"
505af2f5,single-session-preference,lfu,262144,5,0.0,0.0,0.0,249586,28,53,25,"[""af631aa3_1"", ""0e193841_8"", ""f92b37c2_2"", ""04b96dce"", ""69a42467_1""]","[""answer_f3164f2c""]"
75f70248,single-session-preference,lfu,262144,5,1.0,1.0,1.0,257333,21,42,21,"[""2d74df23_4"", ""answer_8ee04a2e"", ""e052d39c_2"", ""95c9666f_5"", ""32387419_1""]","[""answer_8ee04a2e""]"
d6233ab6,single-session-preference,lfu,262144,5,0.0,0.0,0.0,258857,21,44,23,"[""d850eba6_2"", ""ecfd2047_1"", ""e419b7c3_4"", ""cf7aad73_3"", ""7af38385_2""]","[""answer_b0fac439""]"
1da05512,single-session-preference,lfu,262144,5,1.0,1.0,1.0,259501,25,47,22,"[""f2565b3b_2"", ""answer_4d3be2ab"", ""aea71da3_2"", ""c5d628ca"", ""ce3ad11f_2""]","[""answer_4d3be2ab""]"
fca70973,single-session-preference,lfu,262144,5,1.0,1.0,1.0,258785,25,45,20,"[""fc005760"", ""5d5e80c5_1"", ""f504b269"", ""answer_a1e169b1"", ""99b061c5_1""]","[""answer_a1e169b1""]"
b6025781,single-session-preference,lfu,262144,5,0.0,0.0,0.0,261725,27,47,20,"[""f20c73f5_3"", ""bbca6598_3"", ""1a693999_4"", ""89d49715_2"", ""79987901_2""]","[""answer_8414cc57""]"
a89d7624,single-session-preference,lfu,262144,5,1.0,1.0,1.0,259717,22,49,27,"[""fd778d8e"", ""de11db87_1"", ""a479a7d6_4"", ""99f2f5b1_1"", ""answer_8f15ac24""]","[""answer_8f15ac24""]"
b0479f84,single-session-preference,lfu,262144,5,1.0,0.0,0.0,260872,28,48,20,"[""79019170_1"", ""9090b1f0_2"", ""1cde7ee4_1"", ""94cffbd2_2"", ""0bd928bf_2""]","[""answer_30f63ddb""]"
1d4e3b97,single-session-preference,lfu,262144,5,1.0,0.0,0.0,259728,22,45,23,"[""7c9732ff_1"", ""03633a51"", ""c51583cd_3"", ""fb2368b8_3"", ""1b320137_1""]","[""answer_e6b6353d""]"
07b6f563,single-session-preference,lfu,262144,5,1.0,1.0,1.0,258620,28,52,24,"[""0ac1a6f9_2"", ""5e7b1c98_1"", ""ultrachat_573623"", ""55c267aa"", ""answer_d03098f9""]","[""answer_d03098f9""]"
1c0ddc50,single-session-preference,lfu,262144,5,1.0,0.0,0.0,258018,26,51,25,"[""ultrachat_387846"", ""ultrachat_530021"", ""bdf33c73_2"", ""ebc1319b"", ""af35c345""]","[""answer_8da8c7e0""]"
0a34ad58,single-session-preference,lfu,262144,5,0.0,0.0,0.0,252267,21,42,21,"[""fb048b5d_1"", ""121efb3b_2"", ""38e81260_1"", ""8f589040_3"", ""5c0574b1""]","[""answer_cebb7159""]"
d3ab962e,multi-session,lfu,262144,5,1.0,1.0,1.0,258451,24,49,25,"[""aa235649_1"", ""answer_5237bb0b_1"", ""b66e4f25_2"", ""3329e5e8_1"", ""1980bbfa_2""]","[""answer_5237bb0b_2"", ""answer_5237bb0b_1""]"
2311e44b,multi-session,lfu,262144,5,1.0,1.0,1.0,252342,26,50,24,"[""answer_bf633415_1"", ""answer_bf633415_2"", ""b5b8f8f9_3"", ""16bc615e_1"", ""c824c711_1""]","[""answer_bf633415_2"", ""answer_bf633415_1""]"
cc06de0d,multi-session,lfu,262144,5,1.0,1.0,1.0,256769,22,42,20,"[""answer_4fb01417_1"", ""01551a39_2"", ""48451c59"", ""66ffbb8b_1"", ""sharegpt_nXyzhBN_115""]","[""answer_4fb01417_2"", ""answer_4fb01417_1""]"
a11281a2,multi-session,lfu,262144,5,1.0,1.0,1.0,248315,26,50,24,"[""answer_c69ee1f9_1"", ""60f10fd3"", ""c4c4d85a"", ""d95e64a7_4"", ""28209b6a_5""]","[""answer_c69ee1f9_2"", ""answer_c69ee1f9_1""]"
4f54b7c9,multi-session,lfu,262144,5,1.0,1.0,1.0,256861,24,45,21,"[""answer_50940cb7_2"", ""answer_50940cb7_1"", ""bcfd4ab7"", ""8a834aee_1"", ""0bcf2555_1""]","[""answer_50940cb7_2"", ""answer_50940cb7_1""]"
85fa3a3f,multi-session,lfu,262144,5,1.0,1.0,1.0,254877,25,47,22,"[""answer_dcb18b9b_1"", ""93ff2f73"", ""0d66562c_1"", ""71110dbd_1"", ""a4b223a7_1""]","[""answer_dcb18b9b_2"", ""answer_dcb18b9b_1""]"
9aaed6a3,multi-session,lfu,262144,5,0.0,0.0,0.0,255232,25,51,26,"[""c846422a_1"", ""3f9f66f1_1"", ""2e89bd03_1"", ""1bf761b8_2"", ""73726c40_1""]","[""answer_353d3c6d_2"", ""answer_353d3c6d_1""]"
1f2b8d4f,multi-session,lfu,262144,5,0.0,0.0,0.0,257307,28,51,23,"[""d3ee5958_2"", ""c8c64252"", ""23759615_1"", ""0bd59f15_3"", ""76a39abc""]","[""answer_d8454588_1"", ""answer_d8454588_2""]"
e6041065,multi-session,lfu,262144,5,1.0,1.0,1.0,249103,25,45,20,"[""answer_4eb6d671_1"", ""49f2e396_2"", ""ec616e7e_4"", ""bdcee74e_3"", ""b7dca8f1_1""]","[""answer_4eb6d671_2"", ""answer_4eb6d671_1""]"
51c32626,multi-session,lfu,262144,5,1.0,1.0,1.0,254169,26,51,25,"[""answer_58820c75_2"", ""c051e740_2"", ""2ec2813b_1"", ""c22eca8c_1"", ""8b726eee_2""]","[""answer_58820c75_1"", ""answer_58820c75_2""]"
d905b33f,multi-session,lfu,262144,5,1.0,1.0,1.0,249072,24,48,24,"[""answer_85a77c48_1"", ""2d364fb0"", ""8b69d1ae"", ""666ec3e5"", ""368276ab_3""]","[""answer_85a77c48_2"", ""answer_85a77c48_1""]"
7405e8b1,multi-session,lfu,262144,5,1.0,1.0,1.0,256550,25,48,23,"[""f2f2a606_3"", ""answer_80323f3f_2"", ""a6b00510_4"", ""c578da1f_1"", ""3a4012a5_1""]","[""answer_80323f3f_1"", ""answer_80323f3f_2""]"
f35224e0,multi-session,lfu,262144,5,1.0,1.0,1.0,256166,30,53,23,"[""answer_e9bb9500_2"", ""answer_e9bb9500_1"", ""4648f214_2"", ""e184e4c3_1"", ""fd7becaf_1""]","[""answer_e9bb9500_2"", ""answer_e9bb9500_1""]"
6456829e,multi-session,lfu,262144,5,1.0,1.0,1.0,260955,25,47,22,"[""answer_743f03a1_1"", ""answer_743f03a1_2"", ""c44d1533_2"", ""ultrachat_518760"", ""ultrachat_247641""]","[""answer_743f03a1_2"", ""answer_743f03a1_1""]"
a4996e51,multi-session,lfu,262144,5,1.0,1.0,1.0,257696,24,48,24,"[""answer_feb5f98a_2"", ""252715f8_3"", ""082b7e52_2"", ""aa8ebe6c"", ""5dbb6a80_2""]","[""answer_feb5f98a_1"", ""answer_feb5f98a_2""]"
3c1045c8,multi-session,lfu,262144,5,1.0,0.0,0.0,250246,27,52,25,"[""b52f03a1_1"", ""62541047"", ""ultrachat_546429"", ""89d84b83"", ""8db0ab95_1""]","[""answer_c8cc60d6_2"", ""answer_c8cc60d6_1""]"
60036106,multi-session,lfu,262144,5,1.0,1.0,1.0,253120,23,44,21,"[""answer_e552e1f9_2"", ""answer_e552e1f9_1"", ""sharegpt_moARQa7_0"", ""sharegpt_ckvrgF1_99"", ""23a7f0ec""]","[""answer_e552e1f9_1"", ""answer_e552e1f9_2""]"
681a1674,multi-session,lfu,262144,5,1.0,1.0,1.0,256352,27,49,22,"[""answer_3be95d43_2"", ""50e8f2b5_1"", ""f1cf6f00_2"", ""sharegpt_8Kzmn95_0"", ""d81e853b""]","[""answer_3be95d43_1"", ""answer_3be95d43_2""]"
e25c3b8d,multi-session,lfu,262144,5,0.0,0.0,0.0,252344,24,48,24,"[""90fea364_1"", ""ff201786_1"", ""ba80721c"", ""92780636_1"", ""ff687a63_2""]","[""answer_6702277b_1"", ""answer_6702277b_2""]"
4adc0475,multi-session,lfu,262144,5,1.0,1.0,1.0,255787,24,45,21,"[""answer_6efce493_1"", ""answer_6efce493_2"", ""183d2822_1"", ""2880eb6c_3"", ""0bde5dac""]","[""answer_6efce493_1"", ""answer_6efce493_2""]"
4bc144e2,multi-session,lfu,262144,5,1.0,1.0,1.0,254276,27,48,21,"[""answer_9ef115d4_2"", ""42bcee92_2"", ""2e2ae792_1"", ""4f23a396_2"", ""d75245ea""]","[""answer_9ef115d4_1"", ""answer_9ef115d4_2""]"
ef66a6e5,multi-session,lfu,262144,5,1.0,1.0,1.0,245518,21,45,24,"[""answer_f7fd1029_1"", ""answer_f7fd1029_2"", ""48941fec_4"", ""502b6b52_4"", ""59a6150d_4""]","[""answer_f7fd1029_2"", ""answer_f7fd1029_1""]"
5025383b,multi-session,lfu,262144,5,1.0,1.0,1.0,261825,24,46,22,"[""answer_688f9a3f_2"", ""answer_688f9a3f_1"", ""22f9af5f"", ""2d21f921"", ""2b8fe437_1""]","[""answer_688f9a3f_1"", ""answer_688f9a3f_2""]"
a1cc6108,multi-session,lfu,262144,5,1.0,0.0,0.0,256293,23,43,20,"[""7285299a_4"", ""ac72b02a_2"", ""3c3a9042_4"", ""sharegpt_jpiaPoJ_29"", ""d87e86f6_1""]","[""answer_17dc2f5b_2"", ""answer_17dc2f5b_1""]"
9ee3ecd6,multi-session,lfu,262144,5,1.0,1.0,1.0,258373,30,50,20,"[""answer_66c23110_2"", ""2f097fba_2"", ""fd56c5bd_2"", ""6d9d5941"", ""6577a6d9_1""]","[""answer_66c23110_1"", ""answer_66c23110_2""]"
3fdac837,multi-session,lfu,262144,5,1.0,0.0,0.0,253577,23,44,21,"[""92b06116_1"", ""ac8a2cd0"", ""ea0a5580_1"", ""c927ffbb"", ""43a8152b_2""]","[""answer_419d21d5_2"", ""answer_419d21d5_1""]"
91b15a6e,multi-session,lfu,262144,5,1.0,1.0,1.0,257941,30,49,18,"[""answer_5404a208_2"", ""7cfeb89c_2"", ""ultrachat_15125"", ""cf8ec9f9"", ""d7cffd42_2""]","[""answer_5404a208_1"", ""answer_5404a208_2""]"
27016adc,multi-session,lfu,262144,5,1.0,1.0,1.0,255348,23,45,22,"[""answer_a37bdf22_1"", ""1a555998"", ""fa858208_2"", ""28ea20bf"", ""591c5a4c_1""]","[""answer_a37bdf22_2"", ""answer_a37bdf22_1""]"
720133ac,multi-session,lfu,262144,5,1.0,1.0,1.0,250248,23,47,24,"[""answer_c9dfeaea_2"", ""e200d96c_3"", ""87bce563"", ""10a598b1_1"", ""6a4bafac_2""]","[""answer_c9dfeaea_1"", ""answer_c9dfeaea_2""]"
77eafa52,multi-session,lfu,262144,5,1.0,1.0,1.0,260128,29,51,22,"[""answer_33c251f0_1"", ""ultrachat_309057"", ""sharegpt_qEukY6n_14"", ""f87fea58_1"", ""sharegpt_FlvsHKg_4""]","[""answer_33c251f0_2"", ""answer_33c251f0_1""]"
8979f9ec,multi-session,lfu,262144,5,1.0,1.0,1.0,252728,22,43,21,"[""answer_35e36341_2"", ""91c71874_1"", ""f8de4e92_3"", ""bcc9382a_2"", ""4c967baa_1""]","[""answer_35e36341_1"", ""answer_35e36341_2""]"
0100672e,multi-session,lfu,262144,5,1.0,1.0,1.0,257061,28,49,21,"[""answer_35c9798c_2"", ""091aa510_2"", ""answer_35c9798c_1"", ""07313722_2"", ""cf9fa9e3_3""]","[""answer_35c9798c_2"", ""answer_35c9798c_1""]"
a96c20ee,multi-session,lfu,262144,5,0.0,0.0,0.0,256110,25,51,26,"[""9ca3534f_1"", ""1b51fb71_1"", ""3e19c52e_3"", ""ultrachat_389020"", ""32e292f2""]","[""answer_ef84b994_1"", ""answer_ef84b994_2""]"
92a0aa75,multi-session,lfu,262144,5,1.0,1.0,1.0,249967,22,42,20,"[""2bdd78cb_1"", ""6da0bba2_1"", ""fdf7e3e7"", ""ultrachat_178564"", ""answer_6cb8f792_2""]","[""answer_6cb8f792_1"", ""answer_6cb8f792_2""]"
3fe836c9,multi-session,lfu,262144,5,1.0,1.0,1.0,259101,23,45,22,"[""answer_1bb63ea5_1"", ""e41b78c7_3"", ""c81897cd_2"", ""a3cfa973"", ""ba184a34""]","[""answer_1bb63ea5_2"", ""answer_1bb63ea5_1""]"
1c549ce4,multi-session,lfu,262144,5,1.0,1.0,1.0,247944,24,45,21,"[""answer_4cb841a8_1"", ""answer_4cb841a8_2"", ""d743153b_2"", ""sharegpt_3D7Qpuq_14"", ""ultrachat_168372""]","[""answer_4cb841a8_1"", ""answer_4cb841a8_2""]"
6c49646a,multi-session,lfu,262144,5,1.0,1.0,1.0,249459,21,43,22,"[""answer_cc1ced21_1"", ""d4380d3f"", ""9f220c66_1"", ""7ead1496_2"", ""c821fa73_1""]","[""answer_cc1ced21_2"", ""answer_cc1ced21_1""]"
1192316e,multi-session,lfu,262144,5,0.0,0.0,0.0,253447,22,42,20,"[""sharegpt_CgSBl4g_0"", ""21ef2d05_1"", ""f6ed7fa9_3"", ""52c6d59a_4"", ""7708ddaf_1""]","[""answer_e184e4c3_2"", ""answer_e184e4c3_1""]"
0ea62687,multi-session,lfu,262144,5,1.0,1.0,1.0,245630,21,43,22,"[""answer_dc5e537d_2"", ""92ee65e1"", ""e05efcd2"", ""c5e9cbd8_1"", ""eb336de0_2""]","[""answer_dc5e537d_1"", ""answer_dc5e537d_2""]"
67e0d0f2,multi-session,lfu,262144,5,1.0,1.0,1.0,242260,29,52,23,"[""answer_3a5010af_1"", ""c98b4753_1"", ""9316aae3_2"", ""298382a6_2"", ""sharegpt_GJpf1ou_0""]","[""answer_3a5010af_2"", ""answer_3a5010af_1""]"
bb7c3b45,multi-session,lfu,262144,5,1.0,1.0,1.0,256932,25,47,22,"[""answer_de64539a_2"", ""60ff3a8c"", ""a51dc9ca"", ""ultrachat_294748"", ""dc880372_1""]","[""answer_de64539a_1"", ""answer_de64539a_2""]"
ba358f49,multi-session,lfu,262144,5,1.0,0.0,0.0,254160,22,41,19,"[""9cc709cb"", ""fb117eb0_2"", ""e6ab6a7b_2"", ""2a2ea005_1"", ""4ea6f550""]","[""answer_cbd08e3c_1"", ""answer_cbd08e3c_2""]"
61f8c8f8,multi-session,lfu,262144,5,1.0,1.0,1.0,259198,25,48,23,"[""answer_872e8da2_1"", ""6e110a53_1"", ""answer_872e8da2_2"", ""sharegpt_7jGo66i_99"", ""4da24fe5_2""]","[""answer_872e8da2_2"", ""answer_872e8da2_1""]"
60159905,multi-session,lfu,262144,5,0.0,0.0,0.0,261015,23,44,21,"[""02eae87c_5"", ""d5f4d9fa_2"", ""73672837_1"", ""c351fa3b_1"", ""ultrachat_506147""]","[""answer_75eca223_2"", ""answer_75eca223_1""]"
