question_id,question_type,policy,budget_bytes,k,gold_retained,hit_at_k,hit_at_k_given_retained,used_bytes_end,n_items_retained,ingested,evictions,retrieved_session_ids,gold_session_ids
2788b940,multi-session,lru,81920,5,1.0,1.0,1.0,81255,6,47,41,"[""answer_8f6b938d_4"", ""answer_8f6b938d_2"", ""708e39b6_1"", ""44202c74_2"", ""f862d1b6_1""]","[""answer_8f6b938d_1"", ""answer_8f6b938d_3"", ""answer_8f6b938d_4"", ""answer_8f6b938d_2""]"
60bf93ed,multi-session,lru,81920,5,0.0,0.0,0.0,75227,5,51,46,"[""0e297c49"", ""d467e3fd"", ""84f80d64"", ""498970f0"", ""388c5534_3""]","[""answer_e0956e0a_1"", ""answer_e0956e0a_2""]"
9d25d4e0,multi-session,lru,81920,5,0.0,0.0,0.0,69540,6,44,38,"[""37beb8da"", ""5f558dee_1"", ""sharegpt_oy3hj4w_21"", ""fb410a0b"", ""ultrachat_470692""]","[""answer_fcff2dc4_2"", ""answer_fcff2dc4_1"", ""answer_fcff2dc4_3""]"
129d1232,multi-session,lru,81920,5,1.0,1.0,1.0,79856,5,48,43,"[""answer_1de862d6_2"", ""5e4bb245_2"", ""bf3aebdb_1"", ""4a006b77"", ""49b78a55_2""]","[""answer_1de862d6_1"", ""answer_1de862d6_3"", ""answer_1de862d6_2""]"
60472f9c,multi-session,lru,81920,5,0.0,0.0,0.0,69757,6,45,39,"[""3929e6cc_2"", ""c44d1533_2"", ""33da50d0_1"", ""ultrachat_126217"", ""sharegpt_Y4rHAWV_0""]","[""answer_e7fe8c8b_1"", ""answer_e7fe8c8b_2"", ""answer_e7fe8c8b_3""]"
gpt4_194be4b3,multi-session,lru,81920,5,0.0,0.0,0.0,81309,8,44,36,"[""460c2850_3"", ""ultrachat_474217"", ""43558c5f"", ""212ce1f4_4"", ""sharegpt_UbMVpdp_137""]","[""answer_3826dc55_1"", ""answer_3826dc55_3"", ""answer_3826dc55_5"", ""answer_3826dc55_2"", ""answer_3826dc55_4""]"
a9f6b44c,multi-session,lru,81920,5,0.0,0.0,0.0,77051,7,45,38,"[""d4ee4710"", ""aa3406a3_1"", ""6351589f_1"", ""9daf69c1"", ""6121e797_1""]","[""answer_cc021f81_2"", ""answer_cc021f81_3"", ""answer_cc021f81_1""]"
d851d5ba,multi-session,lru,81920,5,0.0,0.0,0.0,72503,7,46,39,"[""9272a6a2_1"", ""d77d4ac9_1"", ""sharegpt_0uqrKIO_0"", ""47183c60_3"", ""561f3a6a_2""]","[""answer_5cdf9bd2_2"", ""answer_5cdf9bd2_1"", ""answer_5cdf9bd2_3"", ""answer_5cdf9bd2_4""]"
5a7937c8,multi-session,lru,81920,5,0.0,0.0,0.0,75487,8,42,34,"[""b70ac29f_2"", ""a55a5afc_3"", ""sharegpt_n42dRB1_0"", ""f602a764_5"", ""a76e7e3c_4""]","[""answer_4cef8a3c_3"", ""answer_4cef8a3c_1"", ""answer_4cef8a3c_2""]"
gpt4_ab202e7f,multi-session,lru,81920,5,1.0,1.0,1.0,66098,6,46,40,"[""2d6f97aa_2"", ""answer_728deb4d_4"", ""ultrachat_147876"", ""29bc69b3"", ""ultrachat_162838""]","[""answer_728deb4d_5"", ""answer_728deb4d_2"", ""answer_728deb4d_3"", ""answer_728deb4d_1"", ""answer_728deb4d_4""]"
gpt4_e05b82a6,multi-session,lru,81920,5,1.0,1.0,1.0,76633,7,46,39,"[""answer_6350aa4f_4"", ""415ce32d"", ""ultrachat_256330"", ""ultrachat_480545"", ""5e4bb245_1""]","[""answer_6350aa4f_1"", ""answer_6350aa4f_2"", ""answer_6350aa4f_3"", ""answer_6350aa4f_4""]"
gpt4_731e37d7,multi-session,lru,81920,5,0.0,0.0,0.0,77740,6,48,42,"[""261235d1"", ""66081c0f_1"", ""3c674f2f_2"", ""baa5b468_3"", ""c566edbb_3""]","[""answer_826d51da_3"", ""answer_826d51da_4"", ""answer_826d51da_2"", ""answer_826d51da_1""]"
edced276,multi-session,lru,81920,5,0.0,0.0,0.0,71436,6,46,40,"[""f584ba36_2"", ""c08dc62c_1"", ""0dc2efcc_2"", ""ultrachat_233891"", ""ultrachat_202227""]","[""answer_60e8941a_2"", ""answer_60e8941a_1""]"
10d9b85a,multi-session,lru,81920,5,1.0,1.0,1.0,70971,7,44,37,"[""45823393_2"", ""96f8be8b_1"", ""answer_e0585cb5_1"", ""ultrachat_114490"", ""2b5c911e_4""]","[""answer_e0585cb5_2"", ""answer_e0585cb5_1""]"
e3038f8c,multi-session,lru,81920,5,0.0,0.0,0.0,78890,7,45,38,"[""e3d4f89e_3"", ""sharegpt_u67Oja3_13"", ""18c2f8e3_3"", ""ultrachat_392094"", ""18bba507""]","[""answer_b6018747_2"", ""answer_b6018747_4"", ""answer_b6018747_1"", ""answer_b6018747_3""]"
2b8f3739,multi-session,lru,81920,5,1.0,1.0,1.0,80175,5,47,42,"[""answer_23759615_1"", ""answer_23759615_3"", ""67d6f18f_1"", ""52ccfdfa"", ""0d0a89dc_1""]","[""answer_23759615_2"", ""answer_23759615_3"", ""answer_23759615_1""]"
1a8a66a6,multi-session,lru,81920,5,0.0,0.0,0.0,80820,9,51,42,"[""02042eab_2"", ""dc71023e"", ""5eed6833_2"", ""sharegpt_tyukJll_27"", ""b01aafcb_2""]","[""answer_2bd23659_3"", ""answer_2bd23659_2"", ""answer_2bd23659_4"", ""answer_2bd23659_1""]"
c2ac3c61,multi-session,lru,81920,5,1.0,1.0,1.0,72374,9,53,44,"[""answer_923c0221_2"", ""0c483a3c"", ""ultrachat_151832"", ""518d26d3_4"", ""sharegpt_qL1FpI2_0""]","[""answer_923c0221_1"", ""answer_923c0221_2""]"
bf659f65,multi-session,lru,81920,5,1.0,1.0,1.0,71737,8,52,44,"[""258645ba_3"", ""ultrachat_87167"", ""answer_7726e7e9_2"", ""385a60c8_3"", ""ultrachat_407413""]","[""answer_7726e7e9_1"", ""answer_7726e7e9_3"", ""answer_7726e7e9_2""]"
gpt4_372c3eed,multi-session,lru,81920,5,1.0,1.0,1.0,72182,7,45,38,"[""answer_35c5419d_1"", ""0d396995_1"", ""ultrachat_400797"", ""1b0d3a67"", ""ultrachat_105960""]","[""answer_35c5419d_3"", ""answer_35c5419d_2"", ""answer_35c5419d_1""]"
gpt4_2f91af09,multi-session,lru,81920,5,1.0,1.0,1.0,75833,10,53,43,"[""answer_669318cf_3"", ""ultrachat_296153"", ""288e7d30"", ""sharegpt_7jNclxT_45"", ""ultrachat_558017""]","[""answer_669318cf_2"", ""answer_669318cf_1"", ""answer_669318cf_3""]"
81507db6,multi-session,lru,81920,5,0.0,0.0,0.0,77423,7,50,43,"[""sharegpt_Caxpnd3_9"", ""ultrachat_162129"", ""f0d960e7"", ""sharegpt_gmOSkOC_0"", ""f74cc019""]","[""answer_da3c1266_3"", ""answer_da3c1266_4"", ""answer_da3c1266_1"", ""answer_da3c1266_5"", ""answer_da3c1266_2""]"
88432d0a_abs,multi-session,lru,81920,5,0.0,0.0,0.0,77524,7,44,37,"[""1e215f06"", ""07d33eaa"", ""sharegpt_Dqqhs5C_0"", ""e7dfb55e"", ""ultrachat_126315""]","[""answer_733e443a_abs_1"", ""answer_733e443a_abs_3"", ""answer_733e443a_abs_2"", ""answer_733e443a_abs_4""]"
80ec1f4f_abs,multi-session,lru,81920,5,1.0,1.0,1.0,73290,6,44,38,"[""answer_990c8992_abs_1"", ""ultrachat_187094"", ""f8501ef5_2"", ""9a9fdec9"", ""fee8e72a_2""]","[""answer_990c8992_abs_2"", ""answer_990c8992_abs_3"", ""answer_990c8992_abs_1""]"
eeda8a6d_abs,multi-session,lru,81920,5,0.0,0.0,0.0,74892,7,49,42,"[""f4eaef47"", ""c21e20ce"", ""ultrachat_544853"", ""ultrachat_156831"", ""sharegpt_u58X6c3_0""]","[""answer_3e5fea0e_abs_2"", ""answer_3e5fea0e_abs_1""]"
60bf93ed_abs,multi-session,lru,81920,5,0.0,0.0,0.0,77426,8,51,43,"[""sharegpt_yIFExGF_0"", ""f550a835_2"", ""ultrachat_313637"", ""b4ee9f6b"", ""ultrachat_86520""]","[""answer_e0956e0a_abs_2"", ""answer_e0956e0a_abs_1""]"
edced276_abs,multi-session,lru,81920,5,0.0,0.0,0.0,74683,9,47,38,"[""ultrachat_211643"", ""ultrachat_410709"", ""ultrachat_110295"", ""1da2160a_2"", ""sharegpt_vxtdwAg_0""]","[""answer_60e8941a_abs_1"", ""answer_60e8941a_abs_2""]"
gpt4_372c3eed_abs,multi-session,lru,81920,5,0.0,0.0,0.0,77882,6,44,38,"[""6a720945_1"", ""sharegpt_MyC3qr1_0"", ""21996cbe"", ""f002a741_2"", ""ultrachat_574748""]","[""answer_35c5419d_abs_3"", ""answer_35c5419d_abs_1"", ""answer_35c5419d_abs_2""]"
8a2466db,single-session-preference,lru,81920,5,0.0,0.0,0.0,66362,10,50,40,"[""3d0c9f89_1"", ""898bef66"", ""sharegpt_i33zh1e_15"", ""ultrachat_386461"", ""sharegpt_LOF3smB_25""]","[""answer_edb03329""]"
06878be2,single-session-preference,lru,81920,5,0.0,0.0,0.0,70318,6,48,42,"[""3e9fce53_1"", ""ultrachat_31347"", ""ultrachat_556731"", ""465e7ef9"", ""98a893d5""]","[""answer_555dfb94""]"
75832dbd,single-session-preference,lru,81920,5,0.0,0.0,0.0,73382,8,48,40,"[""47ec1674_2"", ""sharegpt_GrLzv0V_262"", ""ultrachat_74821"", ""ultrachat_299979"", ""27d9e492_2""]","[""answer_d87a6ef8""]"
0edc2aef,single-session-preference,lru,81920,5,1.0,1.0,1.0,80964,7,46,39,"[""f20e72e4_1"", ""08ca1f31_2"", ""answer_d586e9cd"", ""sharegpt_DWorlZE_0"", ""610299eb_1""]","[""answer_d586e9cd""]"
35a27287,single-session-preference,lru,81920,5,0.0,0.0,0.0,74032,9,51,42,"[""465f0d1b_1"", ""880ee13e"", ""e4a1b565_2"", ""ultrachat_510702"", ""147e93c4""]","[""answer_9b182436""]"
32260d93,single-session-preference,lru,81920,5,1.0,1.0,1.0,76097,9,46,37,"[""answer_0250ae1c"", ""sharegpt_H4jw5s7_39"", ""sharegpt_WYQSZ3n_0"", ""02b99ec3_2"", ""sharegpt_q2uAW7H_0""]","[""answer_0250ae1c""]"
195a1a1b,single-session-preference,lru,81920,5,1.0,1.0,1.0,77177,6,46,40,"[""answer_6dc4305e"", ""ed9dad6c_2"", ""d03b6a05_2"", ""eaebcc81_2"", ""ultrachat_381452""]","[""answer_6dc4305e""]"
afdc33df,single-session-preference,lru,81920,5,0.0,0.0,0.0,73405,8,46,38,"[""afa0c2e7_2"", ""0b0bc8ae_2"", ""9b70268c"", ""8a9a28cc"", ""ultrachat_373194""]","[""answer_8549e5e0""]"
caf03d32,single-session-preference,lru,81920,5,1.0,1.0,1.0,80410,7,51,43,"[""answer_2fc6aabb"", ""ec806228"", ""eb0d8dc1_6"", ""5b39cd66_1"", ""ultrachat_170172""]","[""answer_2fc6aabb""]"
54026fce,single-session-preference,lru,81920,5,0.0,0.0,0.0,80566,9,49,40,"[""ef2e4f61_1"", ""ba944cdc"", ""cca30919"", ""d60381f2_1"", ""ultrachat_290663""]","[""answer_f7b22c66""]"
06f04340,single-session-preference,lru,81920,5,0.0,0.0,0.0,68178,10,55,45,"[""de1f4aec_2"", ""ultrachat_350502"", ""ultrachat_575569"", ""sharegpt_tb5H6IH_3"", ""sharegpt_0Zvzz4F_0""]","[""answer_92d5f7cd""]"
6b7dfb22,single-session-preference,lru,81920,5,0.0,0.0,0.0,74932,6,45,39,"[""56859d37"", ""3a980e89_4"", ""53e028b3_1"", ""be581797"", ""sharegpt_NAagJWR_0""]","[""answer_f6502d0f""]"
1a1907b4,single-session-preference,lru,81920,5,0.0,0.0,0.0,73231,7,48,41,"[""4e3da326_1"", ""3dced3e9_1"", ""30c293bc"", ""ultrachat_476776"", ""ultrachat_19734""]","[""answer_719502eb""]"
09d032c9,single-session-preference,lru,81920,5,0.0,0.0,0.0,68942,5,43,38,"[""612e23f1"", ""87e8ec02"", ""f27e27f9_2"", ""sharegpt_bp4xiTU_0"", ""sharegpt_C1YDEsY_0""]","[""answer_b10dce5e""]"
38146c39,single-session-preference,lru,81920,5,0.0,0.0,0.0,72066,7,46,39,"[""87aaee77"", ""87472dfd_3"", ""2ed8bd4a_2"", ""2bfcaf4f_2"", ""sharegpt_yBVQLaX_15""]","[""answer_772472c8""]"
d24813b1,single-session-preference,lru,81920,5,0.0,0.0,0.0,74387,5,44,39,"[""084802f9_3"", ""d8e33f5c_abs_1"", ""35dcacdc_5"", ""sharegpt_tntUB4J_0"", ""17f90a9e_3""]","[""answer_7c0ade93""]"
57f827a0,single-session-preference,lru,81920,5,0.0,0.0,0.0,80090,9,51,42,"[""670ca40e"", ""1fc5074c_2"", ""60e8941a_abs_1"", ""ultrachat_90878"", ""ultrachat_18651""]","[""answer_1bde8d3b""]"
95228167,single-session-preference,lru,81920,5,0.0,0.0,0.0,76962,9,49,40,"[""sharegpt_1hqnE9g_0"", ""e2691068"", ""0bac2789"", ""sharegpt_fwXicqL_262"", ""ultrachat_37965""]","[""answer_5e613445""]"
505af2f5,single-session-preference,lru,81920,5,0.0,0.0,0.0,80090,9,53,44,"[""af631aa3_1"", ""0e193841_8"", ""f92b37c2_2"", ""629f17b4_2"", ""ultrachat_501655""]","[""answer_f3164f2c""]"
75f70248,single-session-preference,lru,81920,5,0.0,0.0,0.0,75140,8,42,34,"[""2d74df23_4"", ""adb1f904"", ""ultrachat_32122"", ""sharegpt_ijZ2Bps_0"", ""ultrachat_278874""]","[""answer_8ee04a2e""]"
d6233ab6,single-session-preference,lru,81920,5,0.0,0.0,0.0,67344,7,44,37,"[""7af38385_2"", ""c927ffbb"", ""cb05ed10"", ""e064120a"", ""ultrachat_381432""]","[""answer_b0fac439""]"
1da05512,single-session-preference,lru,81920,5,0.0,0.0,0.0,76017,7,47,40,"[""f2565b3b_2"", ""aea71da3_2"", ""5dac7cc2_2"", ""370bf05f_1"", ""f57e382c""]","[""answer_4d3be2ab""]"
fca70973,single-session-preference,lru,81920,5,1.0,1.0,1.0,71084,6,45,39,"[""fc005760"", ""answer_a1e169b1"", ""99b061c5_1"", ""sharegpt_lSeiu11_0"", ""sharegpt_Yuw2LhQ_4""]","[""answer_a1e169b1""]"
b6025781,single-session-preference,lru,81920,5,0.0,0.0,0.0,73925,8,47,39,"[""89d49715_2"", ""79987901_2"", ""d6f2cbe7_2"", ""sharegpt_9XlbWvL_0"", ""sharegpt_X1NXUxZ_0""]","[""answer_8414cc57""]"
a89d7624,single-session-preference,lru,81920,5,0.0,0.0,0.0,72422,8,49,41,"[""fd778d8e"", ""de11db87_1"", ""733e443a_4"", ""9d5af57c_2"", ""sharegpt_lxjNrXL_11""]","[""answer_8f15ac24""]"
b0479f84,single-session-preference,lru,81920,5,0.0,0.0,0.0,76728,8,48,40,"[""79019170_1"", ""9090b1f0_2"", ""1cde7ee4_1"", ""ultrachat_30787"", ""ultrachat_419825""]","[""answer_30f63ddb""]"
1d4e3b97,single-session-preference,lru,81920,5,1.0,1.0,1.0,76344,5,45,40,"[""7c9732ff_1"", ""12b6f0f1_3"", ""7e6bcfa7_2"", ""answer_e6b6353d"", ""cb692a80_2""]","[""answer_e6b6353d""]"
07b6f563,single-session-preference,lru,81920,5,0.0,0.0,0.0,81768,9,52,43,"[""0ac1a6f9_2"", ""ultrachat_573623"", ""fd18e0dd_2"", ""ultrachat_243739"", ""ultrachat_392007""]","[""answer_d03098f9""]"
1c0ddc50,single-session-preference,lru,81920,5,0.0,0.0,0.0,70110,7,51,44,"[""ultrachat_387846"", ""ultrachat_530021"", ""bdf33c73_2"", ""sharegpt_fVpT6Aa_35"", ""6cd203f7_1""]","[""answer_8da8c7e0""]"
0a34ad58,single-session-preference,lru,81920,5,0.0,0.0,0.0,75545,6,42,36,"[""38e81260_1"", ""5c0574b1"", ""90342357_3"", ""b4c5414d_2"", ""ultrachat_218080""]","[""answer_cebb7159""]"
d3ab962e,multi-session,lru,81920,5,0.0,0.0,0.0,71261,8,49,41,"[""1980bbfa_2"", ""a1d698f1_3"", ""ultrachat_503039"", ""ultrachat_125084"", ""ultrachat_219635""]","[""answer_5237bb0b_2"", ""answer_5237bb0b_1""]"
2311e44b,multi-session,lru,81920,5,1.0,1.0,1.0,80033,10,50,40,"[""answer_bf633415_1"", ""b5b8f8f9_3"", ""ultrachat_402313"", ""ultrachat_220386"", ""ultrachat_475329""]","[""answer_bf633415_2"", ""answer_bf633415_1""]"
cc06de0d,multi-session,lru,81920,5,0.0,0.0,0.0,75842,7,42,35,"[""48451c59"", ""66ffbb8b_1"", ""4ad63a03_3"", ""d3971322_1"", ""sharegpt_Oh17jQD_0""]","[""answer_4fb01417_2"", ""answer_4fb01417_1""]"
a11281a2,multi-session,lru,81920,5,0.0,0.0,0.0,80998,8,50,42,"[""18bd780b_1"", ""sharegpt_MHOFGzU_17"", ""ultrachat_375204"", ""2f8eacad_2"", ""6f4396da""]","[""answer_c69ee1f9_2"", ""answer_c69ee1f9_1""]"
4f54b7c9,multi-session,lru,81920,5,1.0,1.0,1.0,81671,7,45,38,"[""answer_50940cb7_1"", ""0bcf2555_1"", ""663337ce_1"", ""aafe556c"", ""3826dc55_5""]","[""answer_50940cb7_2"", ""answer_50940cb7_1""]"
85fa3a3f,multi-session,lru,81920,5,0.0,0.0,0.0,69821,7,47,40,"[""0d66562c_1"", ""a4b223a7_1"", ""22b628f5_2"", ""83f89c02"", ""sharegpt_iLhxhj1_0""]","[""answer_dcb18b9b_2"", ""answer_dcb18b9b_1""]"
9aaed6a3,multi-session,lru,81920,5,0.0,0.0,0.0,77149,9,51,42,"[""3f9f66f1_1"", ""2e89bd03_1"", ""1bf761b8_2"", ""sharegpt_3vbo1lF_0"", ""ultrachat_456062""]","[""answer_353d3c6d_2"", ""answer_353d3c6d_1""]"
1f2b8d4f,multi-session,lru,81920,5,0.0,0.0,0.0,73882,7,51,44,"[""d3ee5958_2"", ""c8c64252"", ""ultrachat_571561"", ""sharegpt_z2MpvCJ_0"", ""sharegpt_vGxp8Hq_0""]","[""answer_d8454588_1"", ""answer_d8454588_2""]"
e6041065,multi-session,lru,81920,5,1.0,1.0,1.0,71357,8,45,37,"[""answer_4eb6d671_1"", ""ec616e7e_4"", ""b7dca8f1_1"", ""ultrachat_454267"", ""sharegpt_YV9bnz5_0""]","[""answer_4eb6d671_2"", ""answer_4eb6d671_1""]"
51c32626,multi-session,lru,81920,5,1.0,1.0,1.0,70844,8,51,43,"[""answer_58820c75_2"", ""2ec2813b_1"", ""b38766c1_3"", ""28269633_1"", ""28b00c97_1""]","[""answer_58820c75_1"", ""answer_58820c75_2""]"
d905b33f,multi-session,lru,81920,5,0.0,0.0,0.0,75994,8,48,40,"[""8b69d1ae"", ""666ec3e5"", ""ultrachat_115048"", ""ultrachat_381881"", ""9334f70b_1""]","[""answer_85a77c48_2"", ""answer_85a77c48_1""]"
7405e8b1,multi-session,lru,81920,5,0.0,0.0,0.0,76242,7,48,41,"[""3a4012a5_1"", ""380a9d4d_1"", ""e40d733b_2"", ""39adc97c_2"", ""89568a93_1""]","[""answer_80323f3f_1"", ""answer_80323f3f_2""]"
f35224e0,multi-session,lru,81920,5,1.0,1.0,1.0,70022,10,53,43,"[""answer_e9bb9500_1"", ""fd7becaf_1"", ""ultrachat_197446"", ""ultrachat_38487"", ""sharegpt_LC9Pzkr_0""]","[""answer_e9bb9500_2"", ""answer_e9bb9500_1""]"
6456829e,multi-session,lru,81920,5,1.0,1.0,1.0,80077,10,47,37,"[""answer_743f03a1_1"", ""answer_743f03a1_2"", ""ultrachat_518760"", ""42bcee92_1"", ""ultrachat_494325""]","[""answer_743f03a1_2"", ""answer_743f03a1_1""]"
a4996e51,multi-session,lru,81920,5,1.0,1.0,1.0,65777,6,48,42,"[""answer_feb5f98a_2"", ""082b7e52_2"", ""aa8ebe6c"", ""16bd5ea5_1"", ""sharegpt_xtXzOxh_71""]","[""answer_feb5f98a_1"", ""answer_feb5f98a_2""]"
3c1045c8,multi-session,lru,81920,5,0.0,0.0,0.0,79597,7,52,45,"[""b52f03a1_1"", ""89d84b83"", ""8db0ab95_1"", ""sharegpt_NTHvrGV_0"", ""ultrachat_299649""]","[""answer_c8cc60d6_2"", ""answer_c8cc60d6_1""]"
60036106,multi-session,lru,81920,5,1.0,1.0,1.0,77653,7,44,37,"[""answer_e552e1f9_2"", ""answer_e552e1f9_1"", ""sharegpt_WZsMUFm_19"", ""ultrachat_98500"", ""57a482cf""]","[""answer_e552e1f9_1"", ""answer_e552e1f9_2""]"
681a1674,multi-session,lru,81920,5,0.0,0.0,0.0,72523,6,49,43,"[""f1cf6f00_2"", ""sharegpt_8Kzmn95_0"", ""d81e853b"", ""ultrachat_472062"", ""0c0790ab_1""]","[""answer_3be95d43_1"", ""answer_3be95d43_2""]"
e25c3b8d,multi-session,lru,81920,5,0.0,0.0,0.0,76529,7,48,41,"[""90fea364_1"", ""ff201786_1"", ""ba80721c"", ""ca66a8ee_1"", ""sharegpt_IuLT3VI_9""]","[""answer_6702277b_1"", ""answer_6702277b_2""]"
4adc0475,multi-session,lru,81920,5,0.0,0.0,0.0,72446,6,45,39,"[""183d2822_1"", ""723ecbb4_1"", ""sharegpt_XNJ0U4B_13"", ""f4e2933b"", ""29e283f4_1""]","[""answer_6efce493_1"", ""answer_6efce493_2""]"
4bc144e2,multi-session,lru,81920,5,1.0,1.0,1.0,73411,8,48,40,"[""answer_9ef115d4_2"", ""42bcee92_2"", ""2e2ae792_1"", ""ultrachat_380790"", ""60207b41_3""]","[""answer_9ef115d4_1"", ""answer_9ef115d4_2""]"
ef66a6e5,multi-session,lru,81920,5,0.0,0.0,0.0,76720,7,45,38,"[""502b6b52_4"", ""59a6150d_4"", ""3aa868c7_1"", ""d54fb0e0_2"", ""dc3f4850""]","[""answer_f7fd1029_2"", ""answer_f7fd1029_1""]"
5025383b,multi-session,lru,81920,5,1.0,1.0,1.0,80589,8,46,38,"[""answer_688f9a3f_2"", ""answer_688f9a3f_1"", ""2b8fe437_1"", ""ultrachat_150500"", ""baf0243b_2""]","[""answer_688f9a3f_1"", ""answer_688f9a3f_2""]"
a1cc6108,multi-session,lru,81920,5,0.0,0.0,0.0,77250,7,43,36,"[""7285299a_4"", ""ac72b02a_2"", ""3c3a9042_4"", ""5b5eb39b_1"", ""508d552e_6""]","[""answer_17dc2f5b_2"", ""answer_17dc2f5b_1""]"
9ee3ecd6,multi-session,lru,81920,5,1.0,1.0,1.0,75738,9,50,41,"[""answer_66c23110_2"", ""6d9d5941"", ""c6bb96ce_3"", ""sharegpt_13VyV6c_0"", ""ultrachat_143345""]","[""answer_66c23110_1"", ""answer_66c23110_2""]"
3fdac837,multi-session,lru,81920,5,1.0,1.0,1.0,76027,8,44,36,"[""c927ffbb"", ""43a8152b_2"", ""5ea77adc"", ""ultrachat_541439"", ""answer_419d21d5_1""]","[""answer_419d21d5_2"", ""answer_419d21d5_1""]"
91b15a6e,multi-session,lru,81920,5,0.0,0.0,0.0,78317,8,49,40,"[""d7cffd42_2"", ""476115d3"", ""sharegpt_oaI61oX_15"", ""ultrachat_345686"", ""sharegpt_BetZLXm_0""]","[""answer_5404a208_1"", ""answer_5404a208_2""]"
27016adc,multi-session,lru,81920,5,0.0,0.0,0.0,71071,8,45,37,"[""1a555998"", ""28ea20bf"", ""sharegpt_xVLCiCX_45"", ""1001e757_3"", ""ultrachat_284316""]","[""answer_a37bdf22_2"", ""answer_a37bdf22_1""]"
720133ac,multi-session,lru,81920,5,1.0,1.0,1.0,78745,7,47,40,"[""answer_c9dfeaea_2"", ""0cf86cbe_2"", ""959e6cb0_7"", ""sharegpt_uuMpgpX_23"", ""3418b277_5""]","[""answer_c9dfeaea_1"", ""answer_c9dfeaea_2""]"
77eafa52,multi-session,lru,81920,5,0.0,0.0,0.0,80022,8,51,43,"[""sharegpt_qEukY6n_14"", ""f87fea58_1"", ""10ffeb8f_1"", ""0c4841ee"", ""sharegpt_HSWxjhd_0""]","[""answer_33c251f0_2"", ""answer_33c251f0_1""]"
8979f9ec,multi-session,lru,81920,5,0.0,0.0,0.0,72768,6,43,37,"[""f8de4e92_3"", ""e2cd250e_2"", ""b71ce5ca"", ""ultrachat_562471"", ""cea93059_2""]","[""answer_35e36341_1"", ""answer_35e36341_2""]"
0100672e,multi-session,lru,81920,5,1.0,1.0,1.0,77198,7,49,42,"[""answer_35c9798c_1"", ""ultrachat_384134"", ""7294438c"", ""e2c16483_4"", ""3c53154d_1""]","[""answer_35c9798c_2"", ""answer_35c9798c_1""]"
a96c20ee,multi-session,lru,81920,5,0.0,0.0,0.0,77827,10,51,41,"[""3e19c52e_3"", ""ultrachat_389020"", ""f0e71553_1"", ""ultrachat_534703"", ""ultrachat_456262""]","[""answer_ef84b994_1"", ""answer_ef84b994_2""]"
92a0aa75,multi-session,lru,81920,5,0.0,0.0,0.0,69890,6,42,36,"[""2bdd78cb_1"", ""dbefb778_1"", ""35456e0c_2"", ""sharegpt_GHsZ4fd_11"", ""20fa75e8_4""]","[""answer_6cb8f792_1"", ""answer_6cb8f792_2""]"
3fe836c9,multi-session,lru,81920,5,1.0,1.0,1.0,76454,7,45,38,"[""answer_1bb63ea5_1"", ""a3cfa973"", ""ba184a34"", ""ultrachat_119387"", ""ultrachat_455032""]","[""answer_1bb63ea5_2"", ""answer_1bb63ea5_1""]"
1c549ce4,multi-session,lru,81920,5,0.0,0.0,0.0,78549,8,45,37,"[""d743153b_2"", ""sharegpt_3D7Qpuq_14"", ""ultrachat_171892"", ""35f052f9_2"", ""a5ab6ba7_1""]","[""answer_4cb841a8_1"", ""answer_4cb841a8_2""]"
6c49646a,multi-session,lru,81920,5,0.0,0.0,0.0,81740,7,43,36,"[""0e6e2ba5"", ""3a5f63f4"", ""6155addd_2"", ""4d1b9b0d_2"", ""ultrachat_319350""]","[""answer_cc1ced21_2"", ""answer_cc1ced21_1""]"
1192316e,multi-session,lru,81920,5,0.0,0.0,0.0,66181,6,42,36,"[""sharegpt_CgSBl4g_0"", ""f6ed7fa9_3"", ""52c6d59a_4"", ""7708ddaf_1"", ""sharegpt_lwNINvp_0""]","[""answer_e184e4c3_2"", ""answer_e184e4c3_1""]"
0ea62687,multi-session,lru,81920,5,0.0,0.0,0.0,79758,6,43,37,"[""e05efcd2"", ""e22d6aef_1"", ""e22fd738_5"", ""2fd28490_1"", ""ac089c83_3""]","[""answer_dc5e537d_1"", ""answer_dc5e537d_2""]"
67e0d0f2,multi-session,lru,81920,5,0.0,0.0,0.0,78486,9,52,43,"[""c98b4753_1"", ""9316aae3_2"", ""298382a6_2"", ""sharegpt_GJpf1ou_0"", ""ultrachat_572310""]","[""answer_3a5010af_2"", ""answer_3a5010af_1""]"
bb7c3b45,multi-session,lru,81920,5,1.0,1.0,1.0,77807,8,47,39,"[""answer_de64539a_2"", ""0c061750_1"", ""ultrachat_221165"", ""0287c177_1"", ""3891baea_4""]","[""answer_de64539a_1"", ""answer_de64539a_2""]"
ba358f49,multi-session,lru,81920,5,0.0,0.0,0.0,74473,8,41,33,"[""4ea6f550"", ""8db0ab95_1"", ""sharegpt_WH87XhV_0"", ""9de29219_1"", ""91c71874_2""]","[""answer_cbd08e3c_1"", ""answer_cbd08e3c_2""]"
61f8c8f8,multi-session,lru,81920,5,0.0,0.0,0.0,81688,7,48,41,"[""4da24fe5_2"", ""375e27b9_1"", ""76ea58ed_1"", ""ultrachat_115130"", ""1c8e9f06_1""]","[""answer_872e8da2_2"", ""answer_872e8da2_1""]"
